0,1,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0.26,0.1264,0.632075,0.700231,0.144229,0.0,0.000466,0.0,0.0,0.01083,0.0,0.043598,0.012428,0.029945,0.0,0.0,0.002233,0.010229,0.005663,0.044676,0.0,0.069038,0.0,0.068376,0.0,0.018838,0.0,0.0,0.044287,0.0,0.0,0.027778,0.0,0.0,0.0,0.0
0.24,0.114141,0.632075,0.701689,0.144262,0.0,0.00028,0.0,0.0,0.009025,0.0,0.034616,0.011685,0.026382,0.0,0.0,0.002196,0.009975,0.00556,0.043931,0.071429,0.062762,0.0,0.061966,0.0,0.018524,0.0,0.0,0.043543,0.0,0.0,0.027778,0.0,0.0,0.0,0.0
0.23,0.09089,0.632075,0.703841,0.144295,0.0,9.3e-05,0.0,0.0,0.037906,0.0,0.031934,0.003551,0.025823,0.0,0.0,0.002176,0.009594,0.005457,0.043187,0.035714,0.07113,0.0,0.066239,0.0,0.018053,0.0,0.0,0.042426,0.0,0.25,0.069444,0.0,0.0,0.0,0.0
0.24,0.079899,0.632075,0.706063,0.144427,0.0,0.0,0.0,0.0,0.00722,0.0,0.037392,0.002519,0.029275,0.0,0.0,0.002145,0.009912,0.005422,0.043559,0.071429,0.060669,0.0,0.059829,0.0,0.017896,0.0,0.0,0.043171,0.0,0.0,0.0625,0.0,0.0,0.0,0.0
0.24,0.11097,0.632075,0.708268,0.144509,0.0,0.0,0.0,0.0,0.005415,0.0,0.033992,0.00256,0.02632,0.0,0.0,0.002202,0.009975,0.00556,0.043931,0.0,0.07113,0.0,0.066239,0.0,0.018367,0.0,0.0,0.043543,0.0,0.25,0.083333,0.0,0.0,0.0,0.0
0.25,0.1171,0.632075,0.710524,0.144608,0.0,9.3e-05,1.5e-05,0.0,0.00722,0.0,0.03761,0.004211,0.029771,0.0,0.0,0.002236,0.010039,0.005628,0.044676,0.071429,0.060669,0.0,0.059829,0.0,0.018838,0.0,0.0,0.044659,0.0,0.25,0.076389,0.0,0.0,0.0,0.0
0.25,0.097865,0.632075,0.648574,0.143588,0.0,0.0,0.0,0.0,0.005415,0.0,0.029814,0.002436,0.021317,0.0,0.0,0.002273,0.011627,0.005525,0.055101,0.0,0.069038,0.0,0.066239,0.0,0.018367,0.0,0.0,0.054708,0.0,0.25,0.0625,0.0,0.0,0.0,0.0
0.24,0.089199,0.632075,0.586572,0.142535,0.0,0.00028,0.0,0.0,0.009025,0.0,0.045406,0.008382,0.030765,0.0,0.0,0.002202,0.010293,0.005251,0.044676,0.071429,0.066946,0.0,0.064103,0.0,0.016954,0.0,0.0,0.044287,0.0,0.0,0.034722,0.0,0.0,0.0,0.0
0.23,0.109279,0.632075,0.588672,0.142535,0.0,9.3e-05,0.0,0.0,0.016245,0.0,0.034834,0.0045,0.025674,0.0,0.0,0.002142,0.009912,0.005388,0.043931,0.0,0.073222,0.0,0.070513,0.0,0.018053,0.0,0.0,0.043543,0.0,0.25,0.048611,0.0,0.0,0.0,0.0
0.24,0.087085,0.632075,0.590755,0.142535,0.0,0.0,0.0,0.0,0.005415,0.0,0.031685,0.003138,0.025935,0.0,0.0,0.002153,0.009467,0.005354,0.042442,0.071429,0.07113,0.0,0.068376,0.0,0.017896,0.0,0.0,0.042054,0.0,0.25,0.090278,0.0,0.0,0.0,0.0
0.26,0.093215,0.632075,0.66923,0.214888,0.0,0.0,0.0,0.0,0.01083,0.0,0.028036,0.003344,0.021801,0.0,0.0,0.002199,0.010102,0.00556,0.044676,0.0,0.075314,0.2,0.07265,0.0,0.018681,0.0,0.0,0.044659,0.0,0.25,0.145833,0.0,0.0,0.0,0.0
0.23,0.075882,0.632075,0.747757,0.287324,0.0,9.3e-05,0.0,0.0,0.005415,0.0,0.042257,0.003097,0.029622,0.0,0.0,0.002125,0.009975,0.005422,0.043559,0.071429,0.073222,0.0,0.070513,0.0,0.01821,0.0,0.0,0.043171,0.0,0.0,0.0625,0.0,0.0,0.0,0.0
0.26,0.070175,0.632075,0.753433,0.290761,0.0,0.0,0.0,0.0,0.01083,0.0,0.034647,0.00289,0.025712,0.0,0.0,0.002179,0.010674,0.005697,0.046165,0.071429,0.161088,0.2,0.155983,0.0,0.019466,0.0,0.0,0.046148,0.0,0.0,0.048611,0.0,0.0,0.0,0.0
0.25,0.12323,0.632075,0.760167,0.295202,0.0,9.3e-05,5e-06,0.0,0.01083,0.0,0.034928,0.00384,0.028145,0.0,0.0,0.002304,0.016392,0.006658,0.058079,0.071429,0.150628,0.0,0.149573,0.0,0.023705,0.0,0.0,0.057313,0.0,0.0,0.055556,0.0,0.0,0.0,0.0
0.23,0.101458,0.632075,0.765166,0.296386,0.0,0.000373,0.0,0.0,0.00722,0.0,0.074191,0.006441,0.063392,0.0,0.0,0.057183,0.012199,0.060503,0.06627,0.071429,0.154812,0.0,0.147436,0.0,0.040502,0.0,0.0,0.065873,0.0,0.25,0.097222,0.0,0.0,0.0,0.0
0.24,0.11562,0.632075,0.767406,0.296419,0.0,9.3e-05,0.0,0.0,0.00722,0.0,0.041009,0.004088,0.032999,0.0,0.0,0.008416,0.010738,0.011771,0.048771,0.0,0.144351,0.0,0.145299,0.0,0.021507,0.0,0.0,0.048381,0.0,0.0,0.069444,0.0,0.0,0.0,0.0
0.23,0.120482,0.632075,0.767926,0.296518,0.0,9.3e-05,0.0,0.0,0.00722,0.0,0.032121,0.003427,0.02308,0.0,0.0,0.002116,0.011373,0.0058,0.054728,0.071429,0.146444,0.0,0.143162,0.0,0.020251,0.0,0.0,0.053964,0.0,0.0,0.034722,0.0,0.0,0.0,0.0
0.23,0.103784,0.632075,0.770217,0.296863,0.0,9.3e-05,0.0,0.0,0.00722,0.0,0.042413,0.003179,0.028331,0.0,0.0,0.002036,0.010039,0.005285,0.043931,0.0,0.058577,0.0,0.055556,0.0,0.018053,0.0,0.0,0.043543,0.0,0.0,0.055556,0.0,0.0,0.0,0.0
0.24,0.119425,0.632075,0.772578,0.297225,0.0,0.0,0.0,0.0,0.00722,0.0,0.027194,0.002353,0.020286,0.0,0.0,0.002125,0.009975,0.005491,0.045048,0.0,0.062762,0.0,0.057692,0.0,0.018524,0.0,0.0,0.044287,0.0,0.25,0.069444,0.0,0.0,0.0,0.0
0.24,0.110125,0.632075,0.694399,0.219954,0.0,0.00084,0.0,0.0,0.030686,0.0,0.075126,0.014244,0.062523,0.0,0.0,0.045409,0.01887,0.048492,0.100149,0.0,0.054393,0.0,0.051282,0.0,0.073626,0.0,0.0,0.100112,0.0,0.25,0.0625,0.0,0.0,0.0,0.0
0.25,0.124921,0.632075,0.61608,0.142519,0.0,9.3e-05,0.0,0.0,0.005415,0.0,0.033868,0.003386,0.025848,0.0,0.0,0.002187,0.010102,0.005525,0.043931,0.0,0.060669,0.0,0.057692,0.0,0.018524,0.0,0.0,0.043543,0.0,0.25,0.083333,0.0,0.0,0.0,0.0
0.24,0.135912,0.632075,0.618128,0.142502,0.0,0.0,0.0,0.0,0.00722,0.0,0.028753,0.002023,0.021006,0.0,0.0,0.002122,0.009721,0.005422,0.043187,0.0,0.060669,0.0,0.059829,0.0,0.018053,0.0,0.0,0.042426,0.0,0.25,0.0625,0.0,0.0,0.0,0.0
0.25,0.114352,0.632075,0.620229,0.142568,0.0,9.3e-05,0.0,0.0,0.005415,0.0,0.040853,0.002849,0.029312,0.0,0.0,0.002139,0.010039,0.005457,0.043559,0.0,0.069038,0.0,0.066239,0.0,0.018053,0.0,0.0,0.042799,0.0,0.25,0.0625,0.0,0.0,0.0,0.0
0.24,0.125343,0.632075,0.622381,0.142667,0.0,0.0,0.0,0.0,0.00722,0.0,0.022079,0.003014,0.018883,0.0,0.0,0.002119,0.009467,0.005319,0.041698,0.0,0.064854,0.0,0.064103,0.0,0.017425,0.0,0.0,0.04131,0.0,0.0,0.041667,0.0,0.0,0.0,0.0
0.25,0.112238,0.632075,0.624499,0.1427,0.0,9.3e-05,0.0,0.0,0.00722,0.0,0.045937,0.003138,0.033868,0.0,0.0,0.002156,0.009975,0.005525,0.043931,0.0,0.07113,0.0,0.066239,0.0,0.018367,0.0,0.0,0.043543,0.0,0.25,0.076389,0.0,0.0,0.0,0.0
0.24,0.097442,0.632075,0.626408,0.142519,0.0,9.3e-05,0.0,0.0,0.009025,0.0,0.037672,0.003509,0.028381,0.0,0.0,0.002133,0.009721,0.005388,0.042442,0.071429,0.060669,0.0,0.059829,0.0,0.017896,0.0,0.0,0.042426,0.0,0.0,0.048611,0.0,0.0,0.0,0.0
0.25,0.125343,0.632075,0.628474,0.142519,0.0,0.0,0.0,0.0,0.00722,0.0,0.037454,0.002519,0.025662,0.0,0.0,0.00225,0.011818,0.00604,0.055101,0.071429,0.060669,0.0,0.057692,0.0,0.020722,0.0,0.0,0.054708,0.0,0.25,0.104167,0.0,0.0,0.0,0.0
